Barcode,Raw_Reads,UMI_Reads,UMI%,UMI_families_Dist0_before_correction,UMI_families_Dist1_after_correction,family_size>5,family_size>6,family_size>7,family_size>8,family_size>9,family_size>10,family_size>11,family_size>12,family_size>13,family_size>14,family_size>15,family_size>16,family_size>17,family_size>18,family_size>19,family_size>20,family_size>30,family_size>40,family_size>50,family_size>100,Largest_family_size
Barcode01,120023,109182,90.97,24745,11361,2637,2308,2047,1821,1690,1575,1481,1399,1313,1250,1199,1147,1097,1054,1018,979,735,580,491,285,279
Barcode02,7356,6604,89.78,1322,1114,94,89,83,79,76,73,71,70,68,65,60,58,56,55,55,53,43,37,29,12,399
Barcode03,12522,7616,60.82,5964,3915,116,90,66,46,40,34,32,29,29,29,27,22,20,15,12,9,6,1,1,0,63
Barcode04,56627,51960,91.76,10009,5864,876,781,709,654,614,567,532,511,497,478,466,447,433,418,402,393,319,263,230,140,302
Barcode05,14426,6813,47.23,3004,2321,191,166,148,135,125,112,103,98,90,84,79,73,67,63,58,56,34,17,12,0,89
Barcode06,166865,155964,93.47,5915,3509,847,799,772,754,741,722,712,700,692,685,679,675,671,666,663,660,637,617,607,577,577
Barcode07,24801,22543,90.90,1742,1367,299,285,273,255,245,237,229,222,214,207,203,203,201,197,194,191,178,164,155,103,255
Barcode08,187199,173709,92.79,4850,2667,946,933,921,910,905,902,898,888,886,885,884,883,881,879,878,877,867,857,848,802,487
Barcode09,23666,21764,91.96,914,701,454,439,426,400,385,371,362,351,339,325,314,300,289,280,270,258,200,181,165,72,179
