Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147
m21094_260505_160002.hifi_reads.bc2001	(0, 0.0)	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 0.0)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0)	(254, 0.0)	(267, 0.0)	(280, 0.0)	(293, 0.0)	(308, 0.0)	(323, 0.0)	(339, 0.0)	(356, 0.0)	(373, 0.0)	(392, 0.0)	(411, 0.0)	(432, 0.0)	(453, 0.0)	(476, 0.0)	(499, 0.0)	(524, 0.0)	(550, 0.0)	(577, 0.0)	(606, 0.0)	(636, 0.0003596000961964182)	(667, 0.0)	(700, 0.0)	(735, 0.0008311511657370043)	(771, 0.0)	(809, 0.0004574158456334942)	(849, 0.0009600644077696826)	(892, 0.0005043447890050394)	(936, 0.000529222783081521)	(982, 0.0011104631901411404)	(1030, 0.0011647424499443733)	(1081, 0.0012224141634853084)	(1135, 0.0012834783307639453)	(1191, 0.001346804133867717)	(1250, 0.0035338059767729773)	(1312, 0.0014836331012883668)	(1377, 0.003892840664013112)	(1445, 0.0024510478254897374)	(1517, 0.0017154507733646743)	(1592, 0.007201048467228903)	(1671, 0.003779193463800093)	(1754, 0.01190072771185882)	(1841, 0.01249101466221898)	(1932, 0.009831330931860565)	(2027, 0.014899091407031157)	(2128, 0.04331484932297988)	(2233, 0.04166442057958783)	(2344, 0.0530127437411575)	(2460, 0.07371801972026573)	(2581, 0.08609991045392196)	(2709, 0.12406712186837082)	(2843, 0.16878305458502166)	(2984, 0.22945652427486668)	(3132, 0.20719071957641552)	(3287, 0.4032943349290644)	(3450, 0.5013198510889216)	(3621, 0.49136299936876615)	(3800, 0.6896858448748284)	(3988, 0.8884112615577647)	(4186, 1.0224584169134987)	(4393, 1.2692430294715913)	(4611, 1.5720817205466913)	(4839, 2.068426538229273)	(5079, 73.42680640274078)	(5330, 0.1325997084276478)	(5594, 0.09172403334207568)	(5871, 0.13610015527600003)	(6162, 0.2229791992716809)	(6467, 0.2084204840563325)	(6787, 0.31850673866267687)	(7123, 0.33024745563990743)	(7476, 0.4057917462889694)	(7847, 0.31501024967701863)	(8235, 0.36317913488969383)	(8643, 0.43492783521522355)	(9071, 0.49236716567512595)	(9520, 0.32296159582923595)	(9992, 0.7457427504366173)	(10487, 7.761641835431911)	(11006, 0.10578914653858842)	(11551, 0.13715181593468767)	(12123, 0.19877913053378327)	(12724, 0.14388527119506997)	(13354, 0.19631225125751758)	(14016, 0.16642021055671216)	(14710, 0.15802614919172472)	(15438, 1.7021127760859422)	(16203, 0.05496792791198645)	(17006, 0.0769227576844816)	(17848, 0.08073135241400844)	(18732, 0.08472992455284661)	(19660, 0.07781158056375954)	(20634, 0.7466654978532722)	(21656, 0.012244496357279295)	(22728, 0.08995430330890777)	(23854, 0.026974530486381633)	(25035, 0.028310026441123678)	(26275, 0.10399284228447518)	(27577, 0.015592282787434944)	(28943, 0.03272926284343689)	(30376, 0.034349724912145906)											
m21094_260505_160002.hifi_reads.bc2002	(0, 0.0)	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 0.0)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0)	(254, 0.0)	(267, 0.0)	(280, 0.0)	(293, 0.0)	(308, 0.0)	(323, 0.0)	(339, 0.0)	(356, 0.0001422646465699604)	(373, 0.0)	(392, 0.0)	(411, 0.0)	(432, 0.0)	(453, 0.0)	(476, 0.0)	(499, 0.0)	(524, 0.00041880154383516435)	(550, 0.0)	(577, 0.0)	(606, 0.0)	(636, 0.0002541581888159967)	(667, 0.0005330928048436157)	(700, 0.0002797338556150907)	(735, 0.0)	(771, 0.0)	(809, 0.00032329241313229767)	(849, 0.0003392772048817314)	(892, 0.0010693825680371182)	(936, 0.0003740441269367498)	(982, 0.0007848532748971973)	(1030, 0.0008232167750958383)	(1081, 0.0008639779940568943)	(1135, 0.0004535684658901828)	(1191, 0.0)	(1250, 0.0014985742265094144)	(1312, 0.0015729035081442813)	(1377, 0.001650829367922771)	(1445, 0.001732351805844883)	(1517, 0.004243562589680926)	(1592, 0.003180973558137317)	(1671, 0.00534211740266076)	(1754, 0.00420559870927602)	(1841, 0.015449700845621459)	(1932, 0.016213374271450656)	(2027, 0.01782064508185622)	(2128, 0.017007818421397515)	(2233, 0.0339093379776613)	(2344, 0.03840506065718954)	(2460, 0.04915323462950879)	(2581, 0.05260235306924286)	(2709, 0.07036705137997606)	(2843, 0.1124757882855094)	(2984, 0.1538280449215008)	(3132, 0.1927478158730221)	(3287, 0.2390661476857688)	(3450, 0.29366060542678485)	(3621, 0.28651060807726314)	(3800, 0.4373439022645075)	(3988, 0.5912566665822803)	(4186, 0.7845471661351957)	(4393, 0.8514319306325576)	(4611, 1.068735183971266)	(4839, 1.8390059329752486)	(5079, 79.01095219985801)	(5330, 2.681636637270568)	(5594, 0.04918040877548283)	(5871, 0.09384671236092557)	(6162, 0.11573548694301268)	(6467, 0.14472310754102333)	(6787, 0.20341646550638792)	(7123, 0.1821754746099466)	(7476, 0.2180917031917493)	(7847, 0.32298910170885214)	(8235, 0.20732474708912446)	(8643, 0.23141222977634618)	(9071, 0.23562182468355958)	(9520, 0.24728472836374016)	(9992, 0.42325810377490647)	(10487, 6.5209046808685285)	(11006, 0.03958393904871028)	(11551, 0.06462411532419825)	(12123, 0.07751345215135416)	(12724, 0.08135619608791804)	(13354, 0.06937479543212996)	(14016, 0.11762249160903333)	(14710, 0.111689736151231)	(15438, 0.9870928601110331)	(16203, 0.012950079035803756)	(17006, 0.05436747369817408)	(17848, 0.0356620703929867)	(18732, 0.014971355952519654)	(19660, 0.00785652514484669)	(20634, 0.16491509647890804)	(21656, 0.008654166253143435)	(22728, 0.009082558672028259)	(23854, 0.0)	(25035, 0.01000448153617685)	(26275, 0.052500050402046486)														
m21094_260505_160002.hifi_reads.bc2003	(0, 0.0)	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 1.330438497424361e-05)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0)	(254, 0.0)	(267, 2.6119638147963558e-05)	(280, 0.0)	(293, 0.0)	(308, 0.0)	(323, 0.0)	(339, 6.632627215100859e-05)	(356, 0.0)	(373, 0.0)	(392, 3.834793316105511e-05)	(411, 0.0)	(432, 4.226098756524441e-05)	(453, 0.0)	(476, 0.0)	(499, 0.0)	(524, 0.0)	(550, 5.380449805760284e-05)	(577, 0.0)	(606, 0.0)	(636, 0.0)	(667, 0.0)	(700, 0.0)	(735, 7.190237467697834e-05)	(771, 0.00030169649456299484)	(809, 7.914152532472853e-05)	(849, 0.0009136003770180962)	(892, 0.0005235666792805279)	(936, 0.0001831309461160591)	(982, 0.00038426194249138897)	(1030, 0.000503805754539372)	(1081, 0.0003172508858196473)	(1135, 0.0009992962684698418)	(1191, 0.001048600753962627)	(1250, 0.0014673954015709866)	(1312, 0.0019252227668611344)	(1377, 0.0016164827743705987)	(1445, 0.001979027264918737)	(1517, 0.004303675060087494)	(1592, 0.0031147913057346806)	(1671, 0.004740567584315229)	(1754, 0.006005560246829524)	(1841, 0.007023834829159684)	(1932, 0.010017027969284182)	(2027, 0.013087406107531315)	(2128, 0.015404912578412425)	(2233, 0.017912593493337136)	(2344, 0.028663123510686603)	(2460, 0.03778249679964976)	(2581, 0.03837845498540779)	(2709, 0.07552830871426025)	(2843, 0.0681394837355498)	(2984, 0.11180300782561577)	(3132, 0.12378243257860087)	(3287, 0.2125480173840729)	(3450, 0.24435068226960066)	(3621, 0.2738192102030295)	(3800, 0.3661640658720135)	(3988, 0.47049861806179355)	(4186, 0.5229329601197695)	(4393, 0.642907795110374)	(4611, 1.0762705486128101)	(4839, 0.9619117293030981)	(5079, 80.89528068890982)	(5330, 0.149124546816452)	(5594, 0.09412539324925019)	(5871, 0.158517442608268)	(6162, 0.17481374897995475)	(6467, 0.1904255643099887)	(6787, 0.2755382150027899)	(7123, 0.25155099585238927)	(7476, 0.2442708559597552)	(7847, 0.2993809446193158)	(8235, 0.2730984255817779)	(8643, 0.26041807495864233)	(9071, 0.2679896395780284)	(9520, 0.26262855939156887)	(9992, 0.46332598933891456)	(10487, 7.423448857995028)	(11006, 0.09582424581882898)	(11551, 0.11751919769925549)	(12123, 0.11740894739141745)	(12724, 0.11825054756739847)	(13354, 0.10712260345276495)	(14016, 0.11654641237437403)	(14710, 0.08778057118557746)	(15438, 1.4573848301414691)	(16203, 0.044382254357755425)	(17006, 0.043254512078468074)	(17848, 0.048888136504179405)	(18732, 0.03481718417215511)	(19660, 0.023079194875908475)	(20634, 0.3330606038761731)	(21656, 0.016948221235424683)	(22728, 0.0377977577118261)	(23854, 0.011667749969691436)	(25035, 0.012245414626109882)	(26275, 0.11052666730532933)	(27577, 0.0)	(28943, 0.0)	(30376, 0.017829441087248113)	(31881, 0.0)	(33460, 0.0)	(35117, 0.006870736575595777)	(36856, 0.007210976656040037)							
m21094_260505_160002.hifi_reads.bc2004	(0, 0.0)	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 0.0)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0001350875482304413)	(254, 0.0)	(267, 0.0)	(280, 0.0)	(293, 0.000163556411700493)	(308, 0.0)	(323, 0.0)	(339, 0.0)	(356, 0.0)	(373, 0.0)	(392, 0.00021881949961294626)	(411, 0.0)	(432, 0.0)	(453, 0.0)	(476, 0.0)	(499, 0.0002785482915991331)	(524, 0.0)	(550, 0.0)	(577, 0.0003220889063180357)	(606, 0.0)	(636, 0.0)	(667, 0.0003723280771475387)	(700, 0.0)	(735, 0.00041028656177427423)	(771, 0.00043038223010607546)	(809, 0.00045159432445631)	(849, 0.001421768534474934)	(892, 0.0)	(936, 0.0)	(982, 0.001096330350101598)	(1030, 0.0005749593994932007)	(1081, 0.001810284788889757)	(1135, 0.0)	(1191, 0.0013296633879541786)	(1250, 0.0013955325230417491)	(1312, 0.00146475093618462)	(1377, 0.0030746372547655818)	(1445, 0.004839706789908786)	(1517, 0.007621282214835601)	(1592, 0.007998075996056873)	(1671, 0.008394965445609946)	(1754, 0.010770161799827004)	(1841, 0.016442722399487106)	(1932, 0.01941241560851995)	(2027, 0.029418942011738506)	(2128, 0.04038782764284665)	(2233, 0.049859585983235616)	(2344, 0.06411411338659326)	(2460, 0.08925826017375027)	(2581, 0.09508935326802792)	(2709, 0.1391223118610596)	(2843, 0.14124296308307385)	(2984, 0.21321057529633686)	(3132, 0.2639967948748722)	(3287, 0.4752251557754806)	(3450, 0.45257119722243927)	(3621, 0.5922377667674852)	(3800, 0.6448476682471315)	(3988, 0.9194013875523098)	(4186, 1.0374857675220106)	(4393, 1.4173887952046198)	(4611, 1.6370132379768565)	(4839, 2.0799184187316992)	(5079, 76.46153451282551)	(5330, 0.09223353551287529)	(5594, 0.08118873291251366)	(5871, 0.14747708597000597)	(6162, 0.17198542813966516)	(6467, 0.24186755655049458)	(6787, 0.20079535975834825)	(7123, 0.22664062208508146)	(7476, 0.30881683381089947)	(7847, 0.2890996338993472)	(8235, 0.33097565742476553)	(8643, 0.3328998176675355)	(9071, 0.2734317111566529)	(9520, 0.25508101669166305)	(9992, 0.9984019254686941)	(10487, 5.461763179202609)	(11006, 0.12287384758877992)	(11551, 0.16119796173655243)	(12123, 0.1759476240790853)	(12724, 0.10654053493909929)	(13354, 0.24599442532763363)	(14016, 0.17212609781798777)	(14710, 0.1395923272148201)	(15438, 1.3960661746785603)	(16203, 0.027134176165014554)	(17006, 0.06645079304317436)	(17848, 0.06974090051949759)	(18732, 0.07319512262053053)	(19660, 0.06584680656720189)	(20634, 0.4607266892870952)	(21656, 0.06044330463798424)	(22728, 0.0507482610939086)	(23854, 0.013315613121855153)	(25035, 0.181673214914621)	(26275, 0.014667046817168784)	(27577, 0.015393840155168927)	(28943, 0.0)	(30376, 0.033912556735932936)											
m21094_260505_160002.hifi_reads.bc2005	(0, 0.0)	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 0.0)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0)	(254, 0.0)	(267, 0.0)	(280, 0.0)	(293, 0.0)	(308, 0.0)	(323, 0.0)	(339, 0.0)	(356, 0.0)	(373, 0.0)	(392, 0.0)	(411, 0.0)	(432, 0.0)	(453, 0.0)	(476, 0.0)	(499, 0.0004148835956356574)	(524, 0.0)	(550, 0.0)	(577, 0.0)	(606, 0.0)	(636, 0.0)	(667, 0.0)	(700, 0.0)	(735, 0.0)	(771, 0.0)	(809, 0.0)	(849, 0.0007058841136165794)	(892, 0.0)	(936, 0.0)	(982, 0.0008164643104493297)	(1030, 0.0)	(1081, 0.0008987758855353619)	(1135, 0.0009436731083095613)	(1191, 0.0)	(1250, 0.0)	(1312, 0.0010908362274027704)	(1377, 0.0022897583614841692)	(1445, 0.001201416424235521)	(1517, 0.0012612793879344534)	(1592, 0.006618183208937541)	(1671, 0.005557278463384236)	(1754, 0.014583283101101062)	(1841, 0.013775964521216847)	(1932, 0.017669551451801584)	(2027, 0.021909013283757932)	(2128, 0.014154265194592047)	(2233, 0.042701416008520496)	(2344, 0.046772928970099284)	(2460, 0.04704231230674448)	(2581, 0.06652354984049015)	(2709, 0.08784141635772112)	(2843, 0.13473407125521827)	(2984, 0.18855503277081548)	(3132, 0.2656119699321636)	(3287, 0.3470796435160512)	(3450, 0.39297541378195083)	(3621, 0.4034215009474145)	(3800, 0.546582115773309)	(3988, 0.7692523864121049)	(4186, 0.8666111825679049)	(4393, 1.13226638686274)	(4611, 1.4261453156815191)	(4839, 1.5006871769374606)	(5079, 74.30075069819338)	(5330, 0.10192500999794636)	(5594, 0.10697345326988968)	(5871, 0.34657413404481574)	(6162, 0.22030069499237995)	(6467, 0.29572719782298357)	(6787, 0.45707617645273696)	(7123, 0.35533657535624696)	(7476, 0.37916203490842215)	(7847, 0.3653569703354072)	(8235, 0.3902691089647282)	(8643, 0.4239769461075355)	(9071, 0.4449722177648333)	(9520, 0.34035420583048637)	(9992, 2.650140054392154)	(10487, 6.260390589209535)	(11006, 0.18301438290845873)	(11551, 0.2208885160387014)	(12123, 0.20158853025615528)	(12724, 0.1798449715526208)	(13354, 0.16654375359073853)	(14016, 0.2330664720011773)	(14710, 0.07338201633427478)	(15438, 1.5659452902397595)	(16203, 0.10777328897931153)	(17006, 0.15553229399034044)	(17848, 0.08903618134154564)	(18732, 0.062297390889355785)	(19660, 0.0653836592400563)	(20634, 0.46320464736141514)	(21656, 0.018005449192556706)	(22728, 0.018896742207629703)	(23854, 0.03966586489095379)	(25035, 0.12488910801689798)	(26275, 0.0)	(27577, 0.04585669305348506)	(28943, 0.024064079976919502)	(30376, 0.025255519240538534)	(31881, 0.0265068214678565)	(33460, 0.0)	(35117, 0.058394658228205935)	(36856, 0.0)	(38682, 0.0)	(40597, 0.0)	(42608, 0.0)	(44719, 0.0)	(46934, 0.0)	(49258, 0.0)	(51698, 0.0429832707959363)
m21094_260505_160002.hifi_reads.bc2006	(0, 0.0)	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 0.0)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0)	(254, 0.0)	(267, 0.0)	(280, 0.0)	(293, 0.0)	(308, 0.0)	(323, 0.0)	(339, 0.0)	(356, 0.0)	(373, 0.0)	(392, 0.0)	(411, 0.0)	(432, 0.0)	(453, 0.0)	(476, 0.0)	(499, 0.0)	(524, 0.00016137497092555807)	(550, 0.0)	(577, 0.0)	(606, 0.00018662830607039731)	(636, 0.0001958673311233873)	(667, 0.0002054143236781436)	(700, 0.0)	(735, 0.0)	(771, 0.00023744294386184213)	(809, 0.000996582835715851)	(849, 0.00026146440899961606)	(892, 0.0002747070115755683)	(936, 0.00028825758165328694)	(982, 0.0006048481734690764)	(1030, 0.0006344130536386443)	(1081, 0.0)	(1135, 0.0013981724580191483)	(1191, 0.001100367883811105)	(1250, 0.0019247968860395762)	(1312, 0.0008081067246348558)	(1377, 0.0021203562496611974)	(1445, 0.0026700782403141004)	(1517, 0.004204680301615734)	(1592, 0.005393126890932009)	(1671, 0.006175364345418493)	(1754, 0.014044549950551814)	(1841, 0.01644207695180271)	(1932, 0.017849796402376616)	(2027, 0.019976004034571372)	(2128, 0.028835613125385216)	(2233, 0.03713533729798787)	(2344, 0.038981294503575264)	(2460, 0.05530480396719794)	(2581, 0.07869154808383144)	(2709, 0.08759981603992437)	(2843, 0.10594174451012357)	(2984, 0.16082062942237868)	(3132, 0.18712351781323758)	(3287, 0.29660072924363867)	(3450, 0.3293712431390923)	(3621, 0.41037531919368714)	(3800, 0.4891755798056421)	(3988, 0.6411070352570374)	(4186, 0.657467500820872)	(4393, 1.0024998153272875)	(4611, 1.290814678935903)	(4839, 1.5856310444743076)	(5079, 80.86586670711964)	(5330, 1.0833680777136034)	(5594, 0.05857418696594932)	(5871, 0.1789996430841435)	(6162, 0.11386174475304835)	(6467, 0.15733844087990675)	(6787, 0.5685277181807623)	(7123, 0.1798795062366899)	(7476, 0.20491048884525387)	(7847, 0.22474575173151803)	(8235, 0.17499175401615646)	(8643, 0.2262498650101448)	(9071, 0.21231156384770236)	(9520, 0.22868434811160765)	(9992, 1.030865778012479)	(10487, 4.3987903701740425)	(11006, 0.047452864542163534)	(11551, 0.08181865009676678)	(12123, 0.13813913088479007)	(12724, 0.08620872683444585)	(13354, 0.10692754848327761)	(14016, 0.12517770263795044)	(14710, 0.1359060585294824)	(15438, 1.0697405157604432)	(16203, 0.024949987155599405)	(17006, 0.04713565801534421)	(17848, 0.06595924765830596)	(18732, 0.02307538897234774)	(19660, 0.042382487593082635)	(20634, 0.29866626727798545)	(21656, 0.02000803265475507)	(22728, 0.006999485380145198)	(23854, 0.022038770361402265)	(25035, 0.046259798440320764)	(26275, 0.06473476887128303)	(27577, 0.008492819796210143)	(28943, 0.008913503403622952)	(30376, 0.028064462500962322)	(31881, 0.0)	(33460, 0.0)	(35117, 0.0)	(36856, 0.01135045024509994)							
m21094_260505_160002.hifi_reads.bc2007	(0, 0.0)	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 0.0)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0)	(254, 0.0)	(267, 0.0)	(280, 0.0)	(293, 0.0)	(308, 0.0)	(323, 0.0)	(339, 0.0)	(356, 0.0)	(373, 0.0)	(392, 0.0)	(411, 0.0)	(432, 0.0)	(453, 4.2565837107629115e-05)	(476, 2.236350823756232e-05)	(499, 0.0)	(524, 9.84746077015349e-05)	(550, 2.5840188089620325e-05)	(577, 0.0)	(606, 2.8471189058745305e-05)	(636, 2.9880653863633687e-05)	(667, 0.0)	(700, 9.86625363421867e-05)	(735, 0.00013812755087906138)	(771, 0.00014489298194252562)	(809, 0.00011402570271547005)	(849, 0.00011966356193502357)	(892, 0.00025144852119208725)	(936, 0.00039577771721265747)	(982, 0.00018454592512005206)	(1030, 4.8391624967834426e-05)	(1081, 0.00040630172108915743)	(1135, 0.0004799227660644939)	(1191, 0.00033573451652441246)	(1250, 0.0008221878028515558)	(1312, 0.0009246089120067782)	(1377, 0.001099805387254404)	(1445, 0.0012220059858382266)	(1517, 0.0029934213526219442)	(1592, 0.0026178459642793536)	(1671, 0.0030617803956590308)	(1754, 0.004449962281993598)	(1841, 0.010033322195758107)	(1932, 0.006989254074480505)	(2027, 0.010761310767482955)	(2128, 0.0123972765665169)	(2233, 0.013743362437345466)	(2344, 0.020042965382794087)	(2460, 0.02635135399219318)	(2581, 0.03140658744356601)	(2709, 0.04352793778344593)	(2843, 0.05195883944252643)	(2984, 0.07121894109052535)	(3132, 0.08446302411181919)	(3287, 0.13003036350361827)	(3450, 0.18267368603755868)	(3621, 0.203126147928333)	(3800, 0.28475887274761597)	(3988, 0.3040931592265122)	(4186, 0.44938483178018057)	(4393, 0.4612875271466621)	(4611, 1.0190498193653632)	(4839, 0.8179933295565283)	(5079, 3.5876876557154107)	(5330, 87.01742959540891)	(5594, 0.01655754684894577)	(5871, 0.03227237469104878)	(6162, 0.05847982232666286)	(6467, 0.06319739499294459)	(6787, 0.06791886717851986)	(7123, 0.10206944768640273)	(7476, 0.07973116886884792)	(7847, 0.09511660478604851)	(8235, 0.06577267512011632)	(8643, 0.09664390084862556)	(9071, 0.09290618811470222)	(9520, 0.0742468473487069)	(9992, 0.15444764989054363)	(10487, 3.359241647121262)	(11006, 0.012410055714081221)	(11551, 0.029305310330278247)	(12123, 0.0330347542040129)	(12724, 0.025705443254272996)	(13354, 0.02070419230492739)	(14016, 0.03885161545378726)	(14710, 0.015895474247929534)	(15438, 0.4540444284608212)	(16203, 0.006090015528961718)	(17006, 0.007190807541579544)	(17848, 0.012578063918823915)	(18732, 0.009680768065895358)	(19660, 0.004618346344017596)	(20634, 0.06882952238895824)	(21656, 0.0010174456604887597)	(22728, 0.0021356210723668754)	(23854, 0.0011207124485269149)	(25035, 0.003528595139038063)	(26275, 0.030861406457035185)	(27577, 0.0)	(28943, 0.0)	(30376, 0.0)	(31881, 0.001497838248154883)	(33460, 0.0)	(35117, 0.0)	(36856, 0.0017315744949655395)							
