Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146
m21094_260505_160002.hifi_reads.bc2001-PolyA	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.003043491493441276)	(56, 0.003043491493441276)	(61, 0.003043491493441276)	(67, 0.003043491493441276)	(74, 0.003043491493441276)	(82, 0.003043491493441276)	(88, 0.003043491493441276)	(95, 0.003043491493441276)	(102, 0.003043491493441276)	(107, 0.003043491493441276)	(112, 0.003043491493441276)	(117, 0.003043491493441276)	(123, 0.003043491493441276)	(129, 0.003043491493441276)	(136, 0.003043491493441276)	(142, 0.003043491493441276)	(149, 0.003043491493441276)	(157, 0.003043491493441276)	(164, 0.003043491493441276)	(172, 0.003043491493441276)	(181, 0.003043491493441276)	(190, 0.003043491493441276)	(199, 0.003043491493441276)	(209, 0.003043491493441276)	(220, 0.003043491493441276)	(231, 0.003043491493441276)	(242, 0.003043491493441276)	(254, 0.003043491493441276)	(267, 0.003043491493441276)	(280, 0.003043491493441276)	(293, 0.003043491493441276)	(308, 0.003043491493441276)	(323, 0.003043491493441276)	(339, 0.003043491493441276)	(356, 0.003043491493441276)	(373, 0.003043491493441276)	(392, 0.003043491493441276)	(411, 0.003043491493441276)	(432, 0.003043491493441276)	(453, 0.003043491493441276)	(476, 0.003043491493441276)	(499, 0.003043491493441276)	(524, 0.003043491493441276)	(550, 0.003043491493441276)	(577, 0.003043491493441276)	(606, 0.003043491493441276)	(636, 0.003043491493441276)	(667, 0.003043491493441276)	(700, 0.003043491493441276)	(735, 0.003043491493441276)	(771, 0.01521745746720638)	(809, 0.01521745746720638)	(849, 0.01521745746720638)	(892, 0.01521745746720638)	(936, 0.01521745746720638)	(982, 0.01521745746720638)	(1030, 0.01521745746720638)	(1081, 0.01521745746720638)	(1135, 0.01521745746720638)	(1191, 0.01521745746720638)	(1250, 0.01521745746720638)	(1312, 0.01521745746720638)	(1377, 0.018260948960647654)	(1445, 0.018260948960647654)	(1517, 0.018260948960647654)	(1592, 0.018260948960647654)	(1671, 0.018260948960647654)	(1754, 0.018260948960647654)	(1841, 0.02130444045408893)	(1932, 0.02130444045408893)	(2027, 0.02130444045408893)	(2128, 0.02130444045408893)	(2233, 0.02130444045408893)	(2344, 0.02130444045408893)	(2460, 0.02130444045408893)	(2581, 0.02130444045408893)	(2709, 0.02130444045408893)	(2843, 0.02130444045408893)	(2984, 0.02130444045408893)	(3132, 0.02130444045408893)	(3287, 0.02130444045408893)	(3450, 0.02130444045408893)	(3621, 0.02130444045408893)	(3800, 0.02130444045408893)	(3988, 0.02130444045408893)	(4186, 0.02130444045408893)	(4393, 0.02130444045408893)	(4611, 0.02130444045408893)	(4839, 0.02130444045408893)	(5079, 0.02130444045408893)	(5330, 0.02130444045408893)	(5594, 0.02130444045408893)	(5871, 0.02130444045408893)	(6162, 0.02130444045408893)	(6467, 0.024347931947530207)	(6787, 0.024347931947530207)	(7123, 0.024347931947530207)	(7476, 0.024347931947530207)	(7847, 0.024347931947530207)	(8235, 0.024347931947530207)	(8643, 0.024347931947530207)	(9071, 0.024347931947530207)	(9520, 0.024347931947530207)	(9992, 0.024347931947530207)	(10487, 0.024347931947530207)	(11006, 0.024347931947530207)	(11551, 0.024347931947530207)	(12123, 0.024347931947530207)	(12724, 0.024347931947530207)	(13354, 0.024347931947530207)	(14016, 0.024347931947530207)	(14710, 0.024347931947530207)	(15438, 0.024347931947530207)	(16203, 0.024347931947530207)	(17006, 0.024347931947530207)	(17848, 0.024347931947530207)	(18732, 0.024347931947530207)	(19660, 0.024347931947530207)	(20634, 0.024347931947530207)	(21656, 0.024347931947530207)	(22728, 0.024347931947530207)	(23854, 0.024347931947530207)	(25035, 0.024347931947530207)	(26275, 0.024347931947530207)	(27577, 0.024347931947530207)	(28943, 0.024347931947530207)	(30376, 0.024347931947530207)											
m21094_260505_160002.hifi_reads.bc2001-PolyG	(3, 0.0)	(8, 0.0)	(13, 0.003043491493441276)	(18, 0.003043491493441276)	(23, 0.003043491493441276)	(29, 0.003043491493441276)	(34, 0.003043491493441276)	(39, 0.003043491493441276)	(44, 0.003043491493441276)	(50, 0.006086982986882552)	(56, 0.006086982986882552)	(61, 0.006086982986882552)	(67, 0.006086982986882552)	(74, 0.006086982986882552)	(82, 0.006086982986882552)	(88, 0.006086982986882552)	(95, 0.006086982986882552)	(102, 0.006086982986882552)	(107, 0.006086982986882552)	(112, 0.006086982986882552)	(117, 0.006086982986882552)	(123, 0.006086982986882552)	(129, 0.006086982986882552)	(136, 0.006086982986882552)	(142, 0.006086982986882552)	(149, 0.006086982986882552)	(157, 0.006086982986882552)	(164, 0.006086982986882552)	(172, 0.006086982986882552)	(181, 0.006086982986882552)	(190, 0.006086982986882552)	(199, 0.006086982986882552)	(209, 0.006086982986882552)	(220, 0.006086982986882552)	(231, 0.006086982986882552)	(242, 0.006086982986882552)	(254, 0.006086982986882552)	(267, 0.006086982986882552)	(280, 0.006086982986882552)	(293, 0.006086982986882552)	(308, 0.006086982986882552)	(323, 0.006086982986882552)	(339, 0.006086982986882552)	(356, 0.006086982986882552)	(373, 0.006086982986882552)	(392, 0.006086982986882552)	(411, 0.006086982986882552)	(432, 0.006086982986882552)	(453, 0.006086982986882552)	(476, 0.006086982986882552)	(499, 0.006086982986882552)	(524, 0.006086982986882552)	(550, 0.006086982986882552)	(577, 0.006086982986882552)	(606, 0.006086982986882552)	(636, 0.006086982986882552)	(667, 0.006086982986882552)	(700, 0.006086982986882552)	(735, 0.006086982986882552)	(771, 0.006086982986882552)	(809, 0.006086982986882552)	(849, 0.006086982986882552)	(892, 0.006086982986882552)	(936, 0.006086982986882552)	(982, 0.006086982986882552)	(1030, 0.006086982986882552)	(1081, 0.006086982986882552)	(1135, 0.006086982986882552)	(1191, 0.006086982986882552)	(1250, 0.006086982986882552)	(1312, 0.006086982986882552)	(1377, 0.006086982986882552)	(1445, 0.006086982986882552)	(1517, 0.006086982986882552)	(1592, 0.006086982986882552)	(1671, 0.006086982986882552)	(1754, 0.006086982986882552)	(1841, 0.006086982986882552)	(1932, 0.006086982986882552)	(2027, 0.006086982986882552)	(2128, 0.006086982986882552)	(2233, 0.006086982986882552)	(2344, 0.006086982986882552)	(2460, 0.006086982986882552)	(2581, 0.006086982986882552)	(2709, 0.006086982986882552)	(2843, 0.006086982986882552)	(2984, 0.006086982986882552)	(3132, 0.006086982986882552)	(3287, 0.006086982986882552)	(3450, 0.006086982986882552)	(3621, 0.006086982986882552)	(3800, 0.006086982986882552)	(3988, 0.009130474480323827)	(4186, 0.009130474480323827)	(4393, 0.012173965973765103)	(4611, 0.012173965973765103)	(4839, 0.012173965973765103)	(5079, 0.012173965973765103)	(5330, 0.012173965973765103)	(5594, 0.012173965973765103)	(5871, 0.012173965973765103)	(6162, 0.012173965973765103)	(6467, 0.012173965973765103)	(6787, 0.012173965973765103)	(7123, 0.012173965973765103)	(7476, 0.012173965973765103)	(7847, 0.012173965973765103)	(8235, 0.012173965973765103)	(8643, 0.012173965973765103)	(9071, 0.012173965973765103)	(9520, 0.012173965973765103)	(9992, 0.012173965973765103)	(10487, 0.012173965973765103)	(11006, 0.012173965973765103)	(11551, 0.012173965973765103)	(12123, 0.012173965973765103)	(12724, 0.012173965973765103)	(13354, 0.012173965973765103)	(14016, 0.012173965973765103)	(14710, 0.012173965973765103)	(15438, 0.012173965973765103)	(16203, 0.012173965973765103)	(17006, 0.012173965973765103)	(17848, 0.012173965973765103)	(18732, 0.012173965973765103)	(19660, 0.012173965973765103)	(20634, 0.012173965973765103)	(21656, 0.012173965973765103)	(22728, 0.012173965973765103)	(23854, 0.012173965973765103)	(25035, 0.012173965973765103)	(26275, 0.012173965973765103)	(27577, 0.012173965973765103)	(28943, 0.012173965973765103)	(30376, 0.012173965973765103)											
m21094_260505_160002.hifi_reads.bc2002-PolyA	(3, 0.0)	(8, 0.0)	(13, 0.0)	(18, 0.0)	(23, 0.0)	(29, 0.0)	(34, 0.0)	(39, 0.0)	(44, 0.0)	(50, 0.0)	(56, 0.0)	(61, 0.0)	(67, 0.0)	(74, 0.0)	(82, 0.0)	(88, 0.0)	(95, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(123, 0.0)	(129, 0.0)	(136, 0.0)	(142, 0.0)	(149, 0.0)	(157, 0.0)	(164, 0.0)	(172, 0.0)	(181, 0.0)	(190, 0.0)	(199, 0.0)	(209, 0.0)	(220, 0.0)	(231, 0.0)	(242, 0.0)	(254, 0.0)	(267, 0.0)	(280, 0.0)	(293, 0.0)	(308, 0.0)	(323, 0.0)	(339, 0.002109304140564028)	(356, 0.002109304140564028)	(373, 0.002109304140564028)	(392, 0.002109304140564028)	(411, 0.002109304140564028)	(432, 0.002109304140564028)	(453, 0.002109304140564028)	(476, 0.002109304140564028)	(499, 0.002109304140564028)	(524, 0.002109304140564028)	(550, 0.002109304140564028)	(577, 0.002109304140564028)	(606, 0.002109304140564028)	(636, 0.002109304140564028)	(667, 0.002109304140564028)	(700, 0.002109304140564028)	(735, 0.002109304140564028)	(771, 0.002109304140564028)	(809, 0.002109304140564028)	(849, 0.002109304140564028)	(892, 0.002109304140564028)	(936, 0.002109304140564028)	(982, 0.002109304140564028)	(1030, 0.002109304140564028)	(1081, 0.002109304140564028)	(1135, 0.002109304140564028)	(1191, 0.002109304140564028)	(1250, 0.002109304140564028)	(1312, 0.002109304140564028)	(1377, 0.002109304140564028)	(1445, 0.002109304140564028)	(1517, 0.002109304140564028)	(1592, 0.002109304140564028)	(1671, 0.002109304140564028)	(1754, 0.002109304140564028)	(1841, 0.002109304140564028)	(1932, 0.002109304140564028)	(2027, 0.002109304140564028)	(2128, 0.002109304140564028)	(2233, 0.002109304140564028)	(2344, 0.002109304140564028)	(2460, 0.002109304140564028)	(2581, 0.002109304140564028)	(2709, 0.002109304140564028)	(2843, 0.002109304140564028)	(2984, 0.002109304140564028)	(3132, 0.002109304140564028)	(3287, 0.002109304140564028)	(3450, 0.002109304140564028)	(3621, 0.002109304140564028)	(3800, 0.002109304140564028)	(3988, 0.002109304140564028)	(4186, 0.004218608281128056)	(4393, 0.004218608281128056)	(4611, 0.004218608281128056)	(4839, 0.004218608281128056)	(5079, 0.006327912421692084)	(5330, 0.008437216562256112)	(5594, 0.008437216562256112)	(5871, 0.008437216562256112)	(6162, 0.008437216562256112)	(6467, 0.008437216562256112)	(6787, 0.008437216562256112)	(7123, 0.008437216562256112)	(7476, 0.008437216562256112)	(7847, 0.008437216562256112)	(8235, 0.008437216562256112)	(8643, 0.008437216562256112)	(9071, 0.008437216562256112)	(9520, 0.008437216562256112)	(9992, 0.008437216562256112)	(10487, 0.008437216562256112)	(11006, 0.008437216562256112)	(11551, 0.008437216562256112)	(12123, 0.008437216562256112)	(12724, 0.008437216562256112)	(13354, 0.008437216562256112)	(14016, 0.008437216562256112)	(14710, 0.008437216562256112)	(15438, 0.008437216562256112)	(16203, 0.008437216562256112)	(17006, 0.008437216562256112)	(17848, 0.008437216562256112)	(18732, 0.008437216562256112)	(19660, 0.008437216562256112)	(20634, 0.008437216562256112)	(21656, 0.008437216562256112)	(22728, 0.008437216562256112)	(23854, 0.008437216562256112)	(25035, 0.008437216562256112)	(26275, 0.008437216562256112)														
m21094_260505_160002.hifi_reads.bc2002-PolyG	(3, 0.002109304140564028)	(8, 0.002109304140564028)	(13, 0.002109304140564028)	(18, 0.002109304140564028)	(23, 0.002109304140564028)	(29, 0.002109304140564028)	(34, 0.002109304140564028)	(39, 0.002109304140564028)	(44, 0.002109304140564028)	(50, 0.002109304140564028)	(56, 0.002109304140564028)	(61, 0.002109304140564028)	(67, 0.002109304140564028)	(74, 0.002109304140564028)	(82, 0.002109304140564028)	(88, 0.002109304140564028)	(95, 0.002109304140564028)	(102, 0.002109304140564028)	(107, 0.002109304140564028)	(112, 0.002109304140564028)	(117, 0.002109304140564028)	(123, 0.002109304140564028)	(129, 0.002109304140564028)	(136, 0.002109304140564028)	(142, 0.004218608281128056)	(149, 0.004218608281128056)	(157, 0.004218608281128056)	(164, 0.004218608281128056)	(172, 0.004218608281128056)	(181, 0.004218608281128056)	(190, 0.004218608281128056)	(199, 0.004218608281128056)	(209, 0.004218608281128056)	(220, 0.004218608281128056)	(231, 0.004218608281128056)	(242, 0.004218608281128056)	(254, 0.004218608281128056)	(267, 0.004218608281128056)	(280, 0.004218608281128056)	(293, 0.004218608281128056)	(308, 0.004218608281128056)	(323, 0.004218608281128056)	(339, 0.004218608281128056)	(356, 0.004218608281128056)	(373, 0.004218608281128056)	(392, 0.004218608281128056)	(411, 0.004218608281128056)	(432, 0.004218608281128056)	(453, 0.004218608281128056)	(476, 0.004218608281128056)	(499, 0.004218608281128056)	(524, 0.004218608281128056)	(550, 0.004218608281128056)	(577, 0.004218608281128056)	(606, 0.004218608281128056)	(636, 0.004218608281128056)	(667, 0.004218608281128056)	(700, 0.004218608281128056)	(735, 0.004218608281128056)	(771, 0.004218608281128056)	(809, 0.004218608281128056)	(849, 0.004218608281128056)	(892, 0.004218608281128056)	(936, 0.004218608281128056)	(982, 0.004218608281128056)	(1030, 0.004218608281128056)	(1081, 0.004218608281128056)	(1135, 0.004218608281128056)	(1191, 0.004218608281128056)	(1250, 0.004218608281128056)	(1312, 0.004218608281128056)	(1377, 0.004218608281128056)	(1445, 0.004218608281128056)	(1517, 0.004218608281128056)	(1592, 0.004218608281128056)	(1671, 0.004218608281128056)	(1754, 0.004218608281128056)	(1841, 0.004218608281128056)	(1932, 0.004218608281128056)	(2027, 0.004218608281128056)	(2128, 0.004218608281128056)	(2233, 0.004218608281128056)	(2344, 0.004218608281128056)	(2460, 0.004218608281128056)	(2581, 0.004218608281128056)	(2709, 0.004218608281128056)	(2843, 0.004218608281128056)	(2984, 0.004218608281128056)	(3132, 0.004218608281128056)	(3287, 0.004218608281128056)	(3450, 0.004218608281128056)	(3621, 0.004218608281128056)	(3800, 0.004218608281128056)	(3988, 0.006327912421692084)	(4186, 0.006327912421692084)	(4393, 0.008437216562256112)	(4611, 0.008437216562256112)	(4839, 0.008437216562256112)	(5079, 0.008437216562256112)	(5330, 0.008437216562256112)	(5594, 0.008437216562256112)	(5871, 0.008437216562256112)	(6162, 0.008437216562256112)	(6467, 0.008437216562256112)	(6787, 0.008437216562256112)	(7123, 0.008437216562256112)	(7476, 0.008437216562256112)	(7847, 0.008437216562256112)	(8235, 0.008437216562256112)	(8643, 0.008437216562256112)	(9071, 0.008437216562256112)	(9520, 0.008437216562256112)	(9992, 0.008437216562256112)	(10487, 0.008437216562256112)	(11006, 0.008437216562256112)	(11551, 0.008437216562256112)	(12123, 0.008437216562256112)	(12724, 0.008437216562256112)	(13354, 0.008437216562256112)	(14016, 0.008437216562256112)	(14710, 0.008437216562256112)	(15438, 0.008437216562256112)	(16203, 0.008437216562256112)	(17006, 0.008437216562256112)	(17848, 0.008437216562256112)	(18732, 0.008437216562256112)	(19660, 0.008437216562256112)	(20634, 0.008437216562256112)	(21656, 0.008437216562256112)	(22728, 0.008437216562256112)	(23854, 0.008437216562256112)	(25035, 0.008437216562256112)	(26275, 0.008437216562256112)														
m21094_260505_160002.hifi_reads.bc2003-PolyA	(3, 0.002101303859044537)	(8, 0.002101303859044537)	(13, 0.002101303859044537)	(18, 0.002101303859044537)	(23, 0.002101303859044537)	(29, 0.002101303859044537)	(34, 0.002101303859044537)	(39, 0.002101303859044537)	(44, 0.002101303859044537)	(50, 0.002101303859044537)	(56, 0.002101303859044537)	(61, 0.002101303859044537)	(67, 0.002101303859044537)	(74, 0.002101303859044537)	(82, 0.002101303859044537)	(88, 0.002101303859044537)	(95, 0.002101303859044537)	(102, 0.002101303859044537)	(107, 0.002101303859044537)	(112, 0.002101303859044537)	(117, 0.002101303859044537)	(123, 0.002101303859044537)	(129, 0.002101303859044537)	(136, 0.002101303859044537)	(142, 0.0026266298238056714)	(149, 0.0026266298238056714)	(157, 0.0026266298238056714)	(164, 0.0026266298238056714)	(172, 0.0026266298238056714)	(181, 0.0026266298238056714)	(190, 0.0026266298238056714)	(199, 0.0026266298238056714)	(209, 0.0026266298238056714)	(220, 0.0026266298238056714)	(231, 0.0026266298238056714)	(242, 0.0026266298238056714)	(254, 0.0026266298238056714)	(267, 0.0026266298238056714)	(280, 0.0026266298238056714)	(293, 0.0026266298238056714)	(308, 0.0026266298238056714)	(323, 0.0026266298238056714)	(339, 0.0026266298238056714)	(356, 0.0026266298238056714)	(373, 0.0026266298238056714)	(392, 0.0026266298238056714)	(411, 0.0026266298238056714)	(432, 0.0026266298238056714)	(453, 0.0026266298238056714)	(476, 0.0026266298238056714)	(499, 0.0026266298238056714)	(524, 0.0026266298238056714)	(550, 0.0026266298238056714)	(577, 0.0026266298238056714)	(606, 0.0026266298238056714)	(636, 0.0026266298238056714)	(667, 0.0026266298238056714)	(700, 0.0026266298238056714)	(735, 0.0026266298238056714)	(771, 0.0026266298238056714)	(809, 0.0026266298238056714)	(849, 0.0026266298238056714)	(892, 0.0026266298238056714)	(936, 0.0026266298238056714)	(982, 0.0026266298238056714)	(1030, 0.0026266298238056714)	(1081, 0.0026266298238056714)	(1135, 0.0026266298238056714)	(1191, 0.0031519557885668057)	(1250, 0.0031519557885668057)	(1312, 0.0031519557885668057)	(1377, 0.0031519557885668057)	(1445, 0.0031519557885668057)	(1517, 0.0031519557885668057)	(1592, 0.00367728175332794)	(1671, 0.00367728175332794)	(1754, 0.00367728175332794)	(1841, 0.00367728175332794)	(1932, 0.00367728175332794)	(2027, 0.00367728175332794)	(2128, 0.00367728175332794)	(2233, 0.004202607718089074)	(2344, 0.004202607718089074)	(2460, 0.004727933682850209)	(2581, 0.004727933682850209)	(2709, 0.004727933682850209)	(2843, 0.005253259647611343)	(2984, 0.0057785856123724775)	(3132, 0.0057785856123724775)	(3287, 0.0057785856123724775)	(3450, 0.0063039115771336115)	(3621, 0.006829237541894745)	(3800, 0.006829237541894745)	(3988, 0.006829237541894745)	(4186, 0.00735456350665588)	(4393, 0.007879889471417014)	(4611, 0.007879889471417014)	(4839, 0.008930541400939284)	(5079, 0.011557171224744955)	(5330, 0.011557171224744955)	(5594, 0.011557171224744955)	(5871, 0.012082497189506089)	(6162, 0.012082497189506089)	(6467, 0.012082497189506089)	(6787, 0.012082497189506089)	(7123, 0.012082497189506089)	(7476, 0.012082497189506089)	(7847, 0.012082497189506089)	(8235, 0.012082497189506089)	(8643, 0.012082497189506089)	(9071, 0.012082497189506089)	(9520, 0.012082497189506089)	(9992, 0.012082497189506089)	(10487, 0.012607823154267223)	(11006, 0.012607823154267223)	(11551, 0.012607823154267223)	(12123, 0.012607823154267223)	(12724, 0.012607823154267223)	(13354, 0.012607823154267223)	(14016, 0.013133149119028357)	(14710, 0.013133149119028357)	(15438, 0.013133149119028357)	(16203, 0.013133149119028357)	(17006, 0.013133149119028357)	(17848, 0.013133149119028357)	(18732, 0.013133149119028357)	(19660, 0.013133149119028357)	(20634, 0.013133149119028357)	(21656, 0.013133149119028357)	(22728, 0.013133149119028357)	(23854, 0.013133149119028357)	(25035, 0.013133149119028357)	(26275, 0.013133149119028357)	(27577, 0.013133149119028357)	(28943, 0.013133149119028357)	(30376, 0.013133149119028357)	(31881, 0.013133149119028357)	(33460, 0.013133149119028357)	(35117, 0.013133149119028357)	(36856, 0.013133149119028357)							
m21094_260505_160002.hifi_reads.bc2003-PolyG	(3, 0.0)	(8, 0.0005253259647611343)	(13, 0.0005253259647611343)	(18, 0.0005253259647611343)	(23, 0.0010506519295222685)	(29, 0.0010506519295222685)	(34, 0.0010506519295222685)	(39, 0.0010506519295222685)	(44, 0.0010506519295222685)	(50, 0.0010506519295222685)	(56, 0.0010506519295222685)	(61, 0.0010506519295222685)	(67, 0.0010506519295222685)	(74, 0.0010506519295222685)	(82, 0.0010506519295222685)	(88, 0.0010506519295222685)	(95, 0.0010506519295222685)	(102, 0.0010506519295222685)	(107, 0.0010506519295222685)	(112, 0.0010506519295222685)	(117, 0.0010506519295222685)	(123, 0.0010506519295222685)	(129, 0.0010506519295222685)	(136, 0.0010506519295222685)	(142, 0.0010506519295222685)	(149, 0.0010506519295222685)	(157, 0.0010506519295222685)	(164, 0.0010506519295222685)	(172, 0.0010506519295222685)	(181, 0.0010506519295222685)	(190, 0.0010506519295222685)	(199, 0.0010506519295222685)	(209, 0.0010506519295222685)	(220, 0.0010506519295222685)	(231, 0.0010506519295222685)	(242, 0.0010506519295222685)	(254, 0.0010506519295222685)	(267, 0.0010506519295222685)	(280, 0.0010506519295222685)	(293, 0.0010506519295222685)	(308, 0.002101303859044537)	(323, 0.002101303859044537)	(339, 0.002101303859044537)	(356, 0.002101303859044537)	(373, 0.002101303859044537)	(392, 0.002101303859044537)	(411, 0.002101303859044537)	(432, 0.002101303859044537)	(453, 0.002101303859044537)	(476, 0.002101303859044537)	(499, 0.002101303859044537)	(524, 0.002101303859044537)	(550, 0.0026266298238056714)	(577, 0.0026266298238056714)	(606, 0.0031519557885668057)	(636, 0.0031519557885668057)	(667, 0.0031519557885668057)	(700, 0.0031519557885668057)	(735, 0.0031519557885668057)	(771, 0.0031519557885668057)	(809, 0.0031519557885668057)	(849, 0.0031519557885668057)	(892, 0.0031519557885668057)	(936, 0.0031519557885668057)	(982, 0.0031519557885668057)	(1030, 0.0031519557885668057)	(1081, 0.0031519557885668057)	(1135, 0.0031519557885668057)	(1191, 0.0031519557885668057)	(1250, 0.00367728175332794)	(1312, 0.00367728175332794)	(1377, 0.00367728175332794)	(1445, 0.00367728175332794)	(1517, 0.004202607718089074)	(1592, 0.004202607718089074)	(1671, 0.004727933682850209)	(1754, 0.004727933682850209)	(1841, 0.004727933682850209)	(1932, 0.004727933682850209)	(2027, 0.004727933682850209)	(2128, 0.005253259647611343)	(2233, 0.005253259647611343)	(2344, 0.005253259647611343)	(2460, 0.005253259647611343)	(2581, 0.0057785856123724775)	(2709, 0.0057785856123724775)	(2843, 0.0057785856123724775)	(2984, 0.0057785856123724775)	(3132, 0.0057785856123724775)	(3287, 0.0063039115771336115)	(3450, 0.0063039115771336115)	(3621, 0.0063039115771336115)	(3800, 0.0063039115771336115)	(3988, 0.00735456350665588)	(4186, 0.00735456350665588)	(4393, 0.007879889471417014)	(4611, 0.007879889471417014)	(4839, 0.008930541400939284)	(5079, 0.009981193330461552)	(5330, 0.009981193330461552)	(5594, 0.009981193330461552)	(5871, 0.009981193330461552)	(6162, 0.009981193330461552)	(6467, 0.009981193330461552)	(6787, 0.009981193330461552)	(7123, 0.009981193330461552)	(7476, 0.009981193330461552)	(7847, 0.009981193330461552)	(8235, 0.009981193330461552)	(8643, 0.009981193330461552)	(9071, 0.009981193330461552)	(9520, 0.009981193330461552)	(9992, 0.009981193330461552)	(10487, 0.009981193330461552)	(11006, 0.009981193330461552)	(11551, 0.009981193330461552)	(12123, 0.009981193330461552)	(12724, 0.009981193330461552)	(13354, 0.009981193330461552)	(14016, 0.009981193330461552)	(14710, 0.009981193330461552)	(15438, 0.009981193330461552)	(16203, 0.009981193330461552)	(17006, 0.009981193330461552)	(17848, 0.009981193330461552)	(18732, 0.009981193330461552)	(19660, 0.009981193330461552)	(20634, 0.009981193330461552)	(21656, 0.009981193330461552)	(22728, 0.009981193330461552)	(23854, 0.009981193330461552)	(25035, 0.009981193330461552)	(26275, 0.009981193330461552)	(27577, 0.009981193330461552)	(28943, 0.009981193330461552)	(30376, 0.009981193330461552)	(31881, 0.009981193330461552)	(33460, 0.009981193330461552)	(35117, 0.009981193330461552)	(36856, 0.009981193330461552)							
